Entity,Label
Capsule,CHEMICAL
Clonazepam,CHEMICAL
Furosemide,CHEMICAL
Multivitamin,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Lisinopril,CHEMICAL
Albuterol,CHEMICAL
shortness breath,DISEASE
Amlodipine,CHEMICAL
Myocardial Infarction,DISEASE
Pneumonia,DISEASE
seizures,DISEASE
status epilepticus,DISEASE
heart pneumonia,DISEASE
volume overload difficulty breathing,DISEASE
oxygen,CHEMICAL
lasix,CHEMICAL
seizure,DISEASE
Dilantin,CHEMICAL
Klonopin,CHEMICAL
Keppra,CHEMICAL
atenolol,CHEMICAL
metoprolol,CHEMICAL
Lisinopril,CHEMICAL
weight gain,DISEASE
shortness breath,DISEASE
chest pain fevers swelling,DISEASE
weight gain,DISEASE
Aspirin,CHEMICAL
dyspnea,DISEASE
dyspnea tachycardia,DISEASE
leukocytosis,DISEASE
Lactate,CHEMICAL
effusions retrocardiac opacity,DISEASE
diltiazem levofloxacin,CHEMICAL
ceftriaxone,CHEMICAL
heparin,CHEMICAL
pain chest pain,DISEASE
esophageal cardia,DISEASE
zoster,DISEASE
hepatitis,DISEASE
obesity hypercholesterolemia,DISEASE
EtOH,CHEMICAL
tenderness guarding organomegaly,DISEASE
clubbing cyanosis edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
Lactate,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Lactate,CHEMICAL
pleural effusions,DISEASE
atelectasis pneumonia,DISEASE
chest Pulmonary artery filling defects,DISEASE
acute thrombus,DISEASE
acute pulmonary embolism,DISEASE
embolism,DISEASE
pericardial effusion,DISEASE
left pleural effusion,DISEASE
malignancy,DISEASE
infection,DISEASE
left pleural effusion left atrium normal size,DISEASE
left ventricular hypertrophy,DISEASE
aortic valve stenosis aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
right ventricular systolic dysfunction,DISEASE
valvular disease,DISEASE
pericardial effusion,DISEASE
vein thrombosis,DISEASE
atelectasis,DISEASE
pneumonia,DISEASE
pneumonia,DISEASE
atrial fibrillation,DISEASE
heparin,CHEMICAL
lovenox,CHEMICAL
lovenox,CHEMICAL
lower extremities Pneumonia,DISEASE
cocci,CHEMICAL
Vancomycin levofloxacin,CHEMICAL
lactate,CHEMICAL
diltiazem,CHEMICAL
digoxin,CHEMICAL
Abdominal pain,DISEASE
tenderness,DISEASE
pneumonia,DISEASE
infection,DISEASE
metformin,CHEMICAL
metformin,CHEMICAL
zofran spironolactone,CHEMICAL
tramadol,CHEMICAL
anxiety,DISEASE
lidocaine,CHEMICAL
losartan qday,CHEMICAL
metformin metoprolol,CHEMICAL
tartrate mritazapine,DISEASE
amlodipine,CHEMICAL
digoxine,CHEMICAL
duloxetine lovenox,CHEMICAL
fentanyl,CHEMICAL
ferrous sulfate,CHEMICAL
hydralazine,CHEMICAL
Docusate Sodium,CHEMICAL
Miconazole Nitrate,CHEMICAL
Chlorhexidine Gluconate,CHEMICAL
Acetaminophen,CHEMICAL
Albuterol,CHEMICAL
Ipratropium Bromide,CHEMICAL
Digoxin,CHEMICAL
Levofloxacin,CHEMICAL
Duloxetine,CHEMICAL
Warfarin,CHEMICAL
Famotidine,CHEMICAL
Enoxaparin,CHEMICAL
Mirtazapine,CHEMICAL
bedtime Zosyn,CHEMICAL
Ondansetron,CHEMICAL
Vancomycin,CHEMICAL
Vancomycin,CHEMICAL
Lispro,CHEMICAL
Primary Pulmonary embolism,DISEASE
respiratory distress,DISEASE
pneumonia,DISEASE
pulmonary embolism,DISEASE
Lovenox,CHEMICAL
lovenox,CHEMICAL
Vancomycin Levofloxacin,CHEMICAL
chest pain,DISEASE
Ceftriaxone,CHEMICAL
erythema,DISEASE
fever,DISEASE
ceftriaxone,CHEMICAL
vancomycin,CHEMICAL
confusion,DISEASE
volume overload,DISEASE
lasix,CHEMICAL
tylenol,CHEMICAL
cellulitis,DISEASE
Coronary artery disease,DISEASE
NSTEMI,DISEASE
vancomycin,CHEMICAL
Mitral Regurgitation mitral valve repair Aortic Insufficiency right frontal infarction Atrial fibrillation flutter,DISEASE
alcohol,CHEMICAL
CTAB,CHEMICAL
wheeze,CHEMICAL
cough,DISEASE
Chest Erythema,DISEASE
tenderness,DISEASE
organomegaly,DISEASE
erythema,DISEASE
tenderness,DISEASE
pedal edema left forearm brace right PICC Neuro volume trach,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
SULBACTAM CEFAZOLIN,CHEMICAL
CEFTRIAXONE,CHEMICAL
pleural effusion bibasal atelectasis Gynecomastia,DISEASE
pleural effusion,DISEASE
lower lobe opacity,DISEASE
atelectasis,DISEASE
left retrocardiac atelectasis,DISEASE
fever,DISEASE
pneumonia cellulitis,DISEASE
mediastinitis Fever,DISEASE
Pseudomonal pneumonia chest,DISEASE
mediastinitis,DISEASE
cellulitis,DISEASE
infection,DISEASE
pneumonia,DISEASE
ceftriaxone allergic reaction,CHEMICAL
ceftriaxone,CHEMICAL
allergy,DISEASE
tobramycin,CHEMICAL
tobra,CHEMICAL
tobra,CHEMICAL
chest pain,DISEASE
amiodarone,CHEMICAL
statin aspirin,CHEMICAL
statin aspirin,CHEMICAL
GERD,DISEASE
ranitidine,CHEMICAL
Atorvastatin,CHEMICAL
Sodium Aspirin,CHEMICAL
Amiodarone,CHEMICAL
Lisinopril,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Temazepam,CHEMICAL
insomnia Norvasc,CHEMICAL
Ranitidine Syrup,CHEMICAL
Albuterol Sulfate,CHEMICAL
shortness breath wheezing Chlorhexidine Gluconate,DISEASE
Warfarin,CHEMICAL
Vanco Lasix,CHEMICAL
Tylenol,CHEMICAL
Sodium,CHEMICAL
Aspirin,CHEMICAL
Amiodarone,CHEMICAL
Ranitidine Syrup,CHEMICAL
Albuterol Sulfate,CHEMICAL
dyspnea wheeze Multivitamin,DISEASE
Atorvastatin,CHEMICAL
Lisinopril,CHEMICAL
Acetaminophen,CHEMICAL
pain,DISEASE
Menthol Lotion,CHEMICAL
Miconazole Nitrate,CHEMICAL
Metoprolol Tartrate,CHEMICAL
Citalopram,CHEMICAL
Acetylcysteine,CHEMICAL
Heparin,CHEMICAL
heparin,CHEMICAL
Heparin,CHEMICAL
Heparin,CHEMICAL
heparin,CHEMICAL
Heparin,CHEMICAL
Tobramycin,CHEMICAL
Warfarin,CHEMICAL
Chlorhexidine Gluconate,CHEMICAL
Trazodone,CHEMICAL
Oxycodone Acetaminophen,CHEMICAL
pain cramping,DISEASE
pneumonia,DISEASE
Coronary artery disease,DISEASE
Atrial fibrillation coumadin cerebrovascular accident,DISEASE
fevers,DISEASE
pneumonia,DISEASE
tobramycin,CHEMICAL
Hypertensive,DISEASE
anxiety,DISEASE
nitro heparin,CHEMICAL
chest pain,DISEASE
furosemide,CHEMICAL
morphine,CHEMICAL
nitroprusside,CHEMICAL
amlodipine procdure,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
shortness breath,DISEASE
Diabetes Mellitus Hypertension Osteoarthritis,DISEASE
angina Left breast lumpectomy thyroidectomy past,DISEASE
thyroid Nephrolithiasis,DISEASE
creatinine,CHEMICAL
EtOH,CHEMICAL
tenderness,DISEASE
CREAT,CHEMICAL
hemorrhage edema masses mass effect,DISEASE
infarction,DISEASE
fractures,DISEASE
hyperostosis,DISEASE
intracranial hemorrhage,DISEASE
vessel obstructive coronary artery disease,DISEASE
tubular stenosis,DISEASE
stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
heart failure,DISEASE
coronary artery disease,DISEASE
heart failure,DISEASE
hypertension,DISEASE
coronary artery disease,DISEASE
tubular stenosis,DISEASE
stenosis,DISEASE
hypertension,DISEASE
vessel coronary artery disease,DISEASE
hypertension,DISEASE
left ventricular hypertrophy left ventricular cavity,DISEASE
aortic stenosis,DISEASE
aortic regurgitation,DISEASE
mitral valve prolapse,DISEASE
mitral regurgitation,DISEASE
pericardial effusion,DISEASE
mitral regurgitation,DISEASE
hypertensive,DISEASE
anxiety agitation,DISEASE
chest pain,DISEASE
furosemide,CHEMICAL
morphine,CHEMICAL
nitroprusside,CHEMICAL
amlodipine procdure,CHEMICAL
chest pain,DISEASE
nitroprusside,CHEMICAL
anxiety agitation,DISEASE
heparin,CHEMICAL
hemorrahage,DISEASE
lantus,CHEMICAL
delirious,DISEASE
zyprexa haldol agitation,CHEMICAL
grrovve diffuse disease option CAGB discussed however,DISEASE
NSTEMI,DISEASE
hypertensive,DISEASE
major occlusion subtotal occlusion groove,DISEASE
hypertension,DISEASE
Atenolol,CHEMICAL
Lisinopril,CHEMICAL
simvastatin,CHEMICAL
plavix,CHEMICAL
Hypertensive,DISEASE
Atenolol,CHEMICAL
amlodipine,CHEMICAL
Glipizide,CHEMICAL
Chronic kidney disease Stage,DISEASE
Atenolol,CHEMICAL
Lisinopril,CHEMICAL
Amlodipine,CHEMICAL
Amlodipine,CHEMICAL
Atenolol,CHEMICAL
Lisinopril,CHEMICAL
Nifedipine,CHEMICAL
Atorvastatin,CHEMICAL
statin Glipizide,CHEMICAL
Omeprazole,CHEMICAL
Tramadol Bacitracin,CHEMICAL
Dorzolamide,CHEMICAL
Latanoprost,CHEMICAL
Dorzolamide,CHEMICAL
Latanoprost,CHEMICAL
Clopidogrel,CHEMICAL
Aspirin,CHEMICAL
Pantoprazole,CHEMICAL
Glipizide,CHEMICAL
Atenolol,CHEMICAL
Lisinopril,CHEMICAL
Amlodipine,CHEMICAL
vessel coronary artery disease,DISEASE
Hypertension,DISEASE
Hypercholesterolemia Diabetes Mellitus,DISEASE
Plavix,CHEMICAL
Aspirin,CHEMICAL
sodium,CHEMICAL
chest pain shortness breath,DISEASE
chest pain,DISEASE
Allergies,DISEASE
pain,DISEASE
scoliosis,DISEASE
pain,DISEASE
Scoliosis depression anxiety,DISEASE
finger flexion extension intrinics sensation intact dermatomes Doctor Last Name reflexes symmetric biceps triceps brachioradialis good strength flexion extension knee flexion extension ankle dorsiflexion plantar flexion Last Name sensation intact dermatomes clonus reflexes symmetric quads Achilles,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
pain,DISEASE
bupivicaine,CHEMICAL
pain,DISEASE
leukocytosis,DISEASE
pain,DISEASE
pain,DISEASE
diltiazem alprazolam escitalopram,CHEMICAL
docusate sodium,CHEMICAL
Capsule,CHEMICAL
gabapentin Capsule,CHEMICAL
Capsule,CHEMICAL
diltiazem,CHEMICAL
morphine,CHEMICAL
cyclobenzaprine,CHEMICAL
hydromorphone,CHEMICAL
Pain,DISEASE
alprazolam,CHEMICAL
anxiety escitalopram,DISEASE
blood loss anemia,DISEASE
constipation,DISEASE
pain,DISEASE
oxycodone,CHEMICAL
pain,DISEASE
fever,DISEASE
Thoracic lumbar spine,DISEASE
TLSO,DISEASE
fibrosis,DISEASE
interstitial lung disease pulmonary fibrosis,DISEASE
NEONATOLOG,CHEMICAL
preterm labor,DISEASE
preterm labor,DISEASE
betamethasone,CHEMICAL
right hydronephrosis left renal dilatation,DISEASE
oxygen,CHEMICAL
respiratory distress,DISEASE
caffeine apnea prematurity spells,CHEMICAL
peripheral pulmonary stenosis,DISEASE
ProMod,DISEASE
calcium,CHEMICAL
erythema,DISEASE
ampicillin,CHEMICAL
hyperbilirubinemia prematurity,DISEASE
bilirubin,CHEMICAL
Bilirubin,CHEMICAL
apnea prematurity,DISEASE
Epogen,CHEMICAL
vitamin iron,CHEMICAL
folate,CHEMICAL
ampicillin gentamicin,CHEMICAL
sepsis,DISEASE
oxacillin,CHEMICAL
bandemia,DISEASE
ProMod,DISEASE
Polycose,CHEMICAL
Folate Caffeine,CHEMICAL
citrate Vitamin,DISEASE
Epogen,CHEMICAL
prematurity,DISEASE
Respiratory distress syndrome,DISEASE
Apnea prematurity Hyperbilirubinemia prematurity Anemia prematurity,DISEASE
sepsis,DISEASE
thalassemia,DISEASE
Allergies,DISEASE
dyspnea,DISEASE
trauma,DISEASE
dyspnea,DISEASE
heparin,CHEMICAL
chills,DISEASE
myalgias,DISEASE
fatigue,DISEASE
ibuprofen,CHEMICAL
cough rashes sore throat rhinorrhea pain diarrhea,DISEASE
heparin,CHEMICAL
septal bowing heart strain,DISEASE
Alcohol,CHEMICAL
cancers blood clots hematological disorders,CHEMICAL
Sinus tachycardia heave normal murmurs rubs gallops Lungs Clear auscultation bilaterally wheezes rales ronchi Abdomen soft obese tender distended bowel sounds present,DISEASE
organomegaly,DISEASE
erythema warmth,DISEASE
wheezes rales ronchi accessory muscle Regular rate rhythm normal murmurs rubs gallops right heart heave Abdomen obese soft tender distended right lower extremity edema left lower extremity edema,DISEASE
Glucose,CHEMICAL
Lactate,CHEMICAL
Glucose,CHEMICAL
pneumothorax,DISEASE
pneumonia,DISEASE
left ventricular systolic function,DISEASE
abnormal septal motion position consistent with right ventricular pressure volume overload aortic regurgitation,DISEASE
mitral regurgitation,DISEASE
volume overload,DISEASE
swelling,DISEASE
venous thrombosis submassive pulmonary embolism,DISEASE
heparin,CHEMICAL
coumadin Pulmonary Embolism,CHEMICAL
shortness breath,DISEASE
dyspnea,DISEASE
pain,DISEASE
swelling,DISEASE
embolism,DISEASE
heparin,CHEMICAL
lovenox,CHEMICAL
coumadin,CHEMICAL
cancer,DISEASE
Pulmonary Embolism,DISEASE
vein thrombosis,DISEASE
obesity,DISEASE
shortness breath,DISEASE
thinners,CHEMICAL
heart disease,DISEASE
mitral stenosis,DISEASE
pulmonary hypertension,DISEASE
dyspnea,DISEASE
heart disease mitral stenosis Pulmonary hypertension,DISEASE
asthma,DISEASE
chronic obstructive pulmonary disease Hypothyroidism Gastroesophageal reflux disease Depression anxiety,DISEASE
Effexor Remeron Klonopin,CHEMICAL
Nexium,CHEMICAL
Morphine Hydrochlorothiazide,CHEMICAL
drug allergies,DISEASE
heart disease,DISEASE
mitral stenosis,DISEASE
pulmonary hypertension,DISEASE
pericardial effusion,DISEASE
Hemopericardium,DISEASE
left atrial perforation,DISEASE
Hydrochlorothiazide,CHEMICAL
hypertension,DISEASE
ventricular ectopy,DISEASE
pericardial irritation,DISEASE
creatinine,CHEMICAL
electrolytes,CHEMICAL
admission Infectious disease,DISEASE
cocci,CHEMICAL
tachycardia,DISEASE
Endocrine Hypothyroidism Levothyroxine,DISEASE
Clonazepam Remeron Venlafaxine,CHEMICAL
Levothyroxine Nitroglycerin,DISEASE
Levaquin,CHEMICAL
respiratory distress slurred speech Major,DISEASE
COPD,DISEASE
oxygen GERD,CHEMICAL
NSTEMI hyperlipidemia,DISEASE
chronic back pain,DISEASE
confusion,DISEASE
cough fevers chills,DISEASE
discolored,DISEASE
weakness depression,DISEASE
fentanyl,CHEMICAL
hypercarbia,DISEASE
Ativan Percocet,CHEMICAL
anxiety,DISEASE
pain,DISEASE
weakness,DISEASE
COPD,DISEASE
infection,DISEASE
albuterol,CHEMICAL
ipratropium,CHEMICAL
Solumedrol Ceftriaxone,CHEMICAL
Azithromycin Naloxone,DISEASE
respiratory distress,DISEASE
Naloxone,CHEMICAL
Haldol Lactate,CHEMICAL
hyperkalemia,DISEASE
decreased appetite wife,DISEASE
COPD,DISEASE
NSTEMI,CHEMICAL
Steroid,CHEMICAL
hyperglycemia Hypertension Hyperlipidemia,DISEASE
pain,DISEASE
shoulder pain Cataracts,DISEASE
GERD,DISEASE
Pseduomonas,DISEASE
alcoholism,DISEASE
oxygen,CHEMICAL
thyromegaly,DISEASE
distended normoactive bowel,DISEASE
tact,CHEMICAL
clubbing cyanosis edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
pneumonia,DISEASE
pleural effusions,DISEASE
COPD,DISEASE
pneumonia,DISEASE
COPD,DISEASE
hyperlipidemia GERD depression,DISEASE
pain,DISEASE
psychiatric,DISEASE
hypercarbic,DISEASE
respiratory distress,DISEASE
COPD Hypercarbic,DISEASE
Respiratory Distress,DISEASE
benzodiazepine,CHEMICAL
respiratory depression,DISEASE
fentanyl,CHEMICAL
ativan,CHEMICAL
infection,DISEASE
cough,DISEASE
COPD,DISEASE
albuterol ipratropium,CHEMICAL
solumedrol ceftriaxone,CHEMICAL
Ceftriaxone,CHEMICAL
steroids,CHEMICAL
prednisone,CHEMICAL
azithromycin,CHEMICAL
COPD,DISEASE
hypercarbia,DISEASE
haloperidol,CHEMICAL
anxiety agitation ativan,DISEASE
NSTEMI,DISEASE
chest pain palpitations,DISEASE
lisinopril pravastatin,CHEMICAL
Pain,DISEASE
somnolence,DISEASE
hypercarbia,DISEASE
tylenol,CHEMICAL
lidoderm,CHEMICAL
pain,DISEASE
pain,DISEASE
morphine,CHEMICAL
shortness Year digits,DISEASE
haldol,CHEMICAL
anxiety,DISEASE
Fentanyl,CHEMICAL
Finasteride,CHEMICAL
Lisinopril,CHEMICAL
Montelukast,CHEMICAL
Nitroglycerin,CHEMICAL
chest pain Sertraline,DISEASE
Lorazepam,CHEMICAL
anxiety,DISEASE
Lactulose,CHEMICAL
Syrup,CHEMICAL
Pantoprazole,CHEMICAL
Pramipexole,CHEMICAL
Pravastatin,CHEMICAL
Polyethylene Glycol,CHEMICAL
Sulfamethoxazole,CHEMICAL
Docusate Sodium,CHEMICAL
Calcium,CHEMICAL
Alendronate,CHEMICAL
Fluticasone Salmeterol,CHEMICAL
Tiotropium Bromide,CHEMICAL
Albuterol Sulfate,CHEMICAL
wheeze Albuterol,CHEMICAL
Ipratropium Bromide,CHEMICAL
wheeze Oxycodone Acetaminophen,CHEMICAL
Aspirin,CHEMICAL
Nitroglycerin,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
chest pain,DISEASE
Sertraline,CHEMICAL
Lorazepam,CHEMICAL
anxiety,DISEASE
Lactulose,CHEMICAL
Syrup,CHEMICAL
constipation Polyethylene Glycol,DISEASE
constipation Sulfamethoxazole Trimethoprim,DISEASE
Docusate Sodium,CHEMICAL
Salmeterol,CHEMICAL
Tiotropium Bromide,CHEMICAL
Albuterol Sulfate,CHEMICAL
dyspnea Ipratropium Bromide,DISEASE
Acetaminophen,CHEMICAL
Prednisone,CHEMICAL
Lidocaine,CHEMICAL
pain,DISEASE
Haloperidol,CHEMICAL
Clonazepam,CHEMICAL
Azithromycin,CHEMICAL
Morphine,CHEMICAL
chronic obstructive pulmonary disease,DISEASE
Anxiety,DISEASE
Hypertension,DISEASE
pain,DISEASE
COPD,DISEASE
Fentanyl,CHEMICAL
Finasteride,CHEMICAL
Lisinopril,CHEMICAL
Montelukast Singulair,CHEMICAL
Pantoprazole,CHEMICAL
Pramipexole,CHEMICAL
Pravastatin,CHEMICAL
Calcium Vitamin,CHEMICAL
Alendronate Fosamax,CHEMICAL
Percocet,CHEMICAL
Aspirin,CHEMICAL
lorazepam ativan,CHEMICAL
anxiety,DISEASE
albuterol,CHEMICAL
shortness Location wheezing START,DISEASE
Tylenol,CHEMICAL
Prednisone,CHEMICAL
pain,DISEASE
Haldol,CHEMICAL
Azithromycin,CHEMICAL
Morphine,CHEMICAL
enterocolitis,DISEASE
strep,DISEASE
vaginal bleeding,DISEASE
magnesium,CHEMICAL
betamethasone Magnesium,CHEMICAL
bleeding,DISEASE
abruption,DISEASE
abruption,DISEASE
fever,DISEASE
Palate,DISEASE
hepatosplenomegaly,DISEASE
caffeine citrate,CHEMICAL
enterocolitis,DISEASE
caffeine citrate,CHEMICAL
spells,DISEASE
indomethacin,CHEMICAL
enterolitis,DISEASE
breast milk,DISEASE
enterocolitis,DISEASE
enterocolitis,DISEASE
bandemia,DISEASE
enterocolitis,DISEASE
abdominal distention,DISEASE
barium enema,CHEMICAL
colonic stricture,DISEASE
bilirubin,CHEMICAL
enterocolitis,DISEASE
platelet transfusions Endocrine Known lastname normal sugars first,DISEASE
urine ketones,CHEMICAL
cortisol,CHEMICAL
hyperinsulinemia,DISEASE
glucose,CHEMICAL
hyperinsulinemia,DISEASE
refeeding Infectious disease,DISEASE
sepsis,DISEASE
polys,CHEMICAL
vancomycin gentamicin,CHEMICAL
bandemia,DISEASE
Zosyn,CHEMICAL
Zosyn,CHEMICAL
Zosyn,CHEMICAL
hepatitis,DISEASE
Caffeine,CHEMICAL
hepatitis,DISEASE
prematurity,DISEASE
apnea prematurity hypoglycemia,DISEASE
indomethacin,CHEMICAL
hemoptysis,DISEASE
hemoptysis,DISEASE
hemoptysis,DISEASE
hemoptysis,DISEASE
Hypertension,DISEASE
Dyslipidemia,DISEASE
tremor,DISEASE
ulcer,DISEASE
left sided weakness,DISEASE
internal carotid stenosis Pulmonary,DISEASE
Hemoptysis,DISEASE
Glucose,CHEMICAL
Glucose,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
Calcium,CHEMICAL
hemoptysis,DISEASE
bleeding,DISEASE
supraglottic lesions,DISEASE
intraparenchymal hemorrhage,DISEASE
pulmonary AVMs left main stem medial segment however this compounded somewhat,DISEASE
traumatic,DISEASE
bleeding,DISEASE
erythema,DISEASE
arteriovenous malformation,DISEASE
hemoptysis,DISEASE
COPD,DISEASE
oxygen GERD,CHEMICAL
NSTEMI hyperlipidemia,DISEASE
chronic back pain,DISEASE
confusion,DISEASE
cough fevers chills,DISEASE
discolored,DISEASE
weakness depression,DISEASE
fentanyl,CHEMICAL
hypercarbia,DISEASE
Ativan Percocet,CHEMICAL
anxiety,DISEASE
pain,DISEASE
weakness,DISEASE
COPD,DISEASE
infection,DISEASE
albuterol,CHEMICAL
ipratropium,CHEMICAL
Solumedrol Ceftriaxone,CHEMICAL
Azithromycin Naloxone,DISEASE
respiratory distress,DISEASE
Naloxone,CHEMICAL
Haldol Lactate,CHEMICAL
hyperkalemia,DISEASE
decreased appetite wife,DISEASE
COPD,DISEASE
NSTEMI,CHEMICAL
Steroid,CHEMICAL
hyperglycemia Hypertension Hyperlipidemia,DISEASE
pain,DISEASE
shoulder pain Cataracts,DISEASE
GERD,DISEASE
Pseduomonas,DISEASE
alcoholism,DISEASE
oxygen,CHEMICAL
thyromegaly,DISEASE
distended normoactive bowel,DISEASE
tact,CHEMICAL
clubbing cyanosis edema,DISEASE
Glucose,CHEMICAL
Calcium,CHEMICAL
Glucose,CHEMICAL
Calcium,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
Nitrite,CHEMICAL
Glucose,CHEMICAL
pneumonia,DISEASE
pleural effusions,DISEASE
COPD,DISEASE
pneumonia,DISEASE
COPD,DISEASE
hyperlipidemia GERD depression,DISEASE
pain,DISEASE
psychiatric,DISEASE
hypercarbic,DISEASE
respiratory distress,DISEASE
COPD Hypercarbic,DISEASE
Respiratory Distress,DISEASE
benzodiazepine,CHEMICAL
respiratory depression,DISEASE
fentanyl,CHEMICAL
ativan,CHEMICAL
infection,DISEASE
cough,DISEASE
COPD,DISEASE
albuterol ipratropium,CHEMICAL
solumedrol ceftriaxone,CHEMICAL
Ceftriaxone,CHEMICAL
steroids,CHEMICAL
prednisone,CHEMICAL
azithromycin,CHEMICAL
COPD,DISEASE
hypercarbia,DISEASE
haloperidol,CHEMICAL
anxiety agitation ativan,DISEASE
NSTEMI,DISEASE
chest pain palpitations,DISEASE
lisinopril pravastatin,CHEMICAL
Pain,DISEASE
somnolence,DISEASE
hypercarbia,DISEASE
tylenol,CHEMICAL
lidoderm,CHEMICAL
pain,DISEASE
pain,DISEASE
morphine,CHEMICAL
shortness Year digits,DISEASE
haldol,CHEMICAL
anxiety,DISEASE
Fentanyl,CHEMICAL
Finasteride,CHEMICAL
Lisinopril,CHEMICAL
Montelukast,CHEMICAL
Nitroglycerin,CHEMICAL
chest pain Sertraline,DISEASE
Lorazepam,CHEMICAL
anxiety,DISEASE
Lactulose,CHEMICAL
Syrup,CHEMICAL
Pantoprazole,CHEMICAL
Pramipexole,CHEMICAL
Pravastatin,CHEMICAL
Polyethylene Glycol,CHEMICAL
Sulfamethoxazole,CHEMICAL
Docusate Sodium,CHEMICAL
Calcium,CHEMICAL
Alendronate,CHEMICAL
Fluticasone Salmeterol,CHEMICAL
Tiotropium Bromide,CHEMICAL
Albuterol Sulfate,CHEMICAL
wheeze Albuterol,CHEMICAL
Ipratropium Bromide,CHEMICAL
wheeze Oxycodone Acetaminophen,CHEMICAL
Aspirin,CHEMICAL
Nitroglycerin,CHEMICAL
chest pain,DISEASE
chest pain,DISEASE
chest pain,DISEASE
Sertraline,CHEMICAL
Lorazepam,CHEMICAL
anxiety,DISEASE
Lactulose,CHEMICAL
Syrup,CHEMICAL
constipation Polyethylene Glycol,DISEASE
constipation Sulfamethoxazole Trimethoprim,DISEASE
Docusate Sodium,CHEMICAL
Salmeterol,CHEMICAL
Tiotropium Bromide,CHEMICAL
Albuterol Sulfate,CHEMICAL
dyspnea Ipratropium Bromide,DISEASE
Acetaminophen,CHEMICAL
Prednisone,CHEMICAL
Lidocaine,CHEMICAL
pain,DISEASE
Haloperidol,CHEMICAL
Clonazepam,CHEMICAL
Azithromycin,CHEMICAL
Morphine,CHEMICAL
chronic obstructive pulmonary disease,DISEASE
Anxiety,DISEASE
Hypertension,DISEASE
pain,DISEASE
COPD,DISEASE
Fentanyl,CHEMICAL
Finasteride,CHEMICAL
Lisinopril,CHEMICAL
Montelukast Singulair,CHEMICAL
Pantoprazole,CHEMICAL
Pramipexole,CHEMICAL
Pravastatin,CHEMICAL
Calcium Vitamin,CHEMICAL
Alendronate Fosamax,CHEMICAL
Percocet,CHEMICAL
Aspirin,CHEMICAL
lorazepam ativan,CHEMICAL
anxiety,DISEASE
albuterol,CHEMICAL
shortness Location wheezing START,DISEASE
Tylenol,CHEMICAL
Prednisone,CHEMICAL
pain,DISEASE
Haldol,CHEMICAL
Azithromycin,CHEMICAL
Morphine,CHEMICAL
enterocolitis,DISEASE
strep,DISEASE
vaginal bleeding,DISEASE
magnesium,CHEMICAL
betamethasone Magnesium,CHEMICAL
bleeding,DISEASE
abruption,DISEASE
abruption,DISEASE
fever,DISEASE
Palate,DISEASE
hepatosplenomegaly,DISEASE
caffeine citrate,CHEMICAL
enterocolitis,DISEASE
caffeine citrate,CHEMICAL
